date,time,title,full_price,reduced,free,total,datetime,giorno_settimana,mese,anno,ora,fascia_oraria,stagione,weekend,festività,data_str,temp_max,temp_min,precip_mm,genres,keywords,cast,director,vote_average,popularity
2022-05-15,20:30,Downton Abbey II - Una nuova era,12.0,11.0,0.0,23.0,2022-05-15 20:30:00,domenica,5,2022,20,sera,primavera,True,Nessuna,2022-05-15,25.2,12.9,0.6,"['Drama', 'Romance']","['villa', 'country house', 'southern france', 'testament', 'travel', 'britain', 'period drama', 'based on tv series']","['Hugh Bonneville', 'Maggie Smith', 'Jim Carter']",Simon Curtis,7.228,2.9172
2022-05-18,20:30,La Signora delle Rose,10.0,6.0,0.0,16.0,2022-05-18 20:30:00,mercoledì,5,2022,20,sera,primavera,False,Nessuna,2022-05-18,24.3,14.3,1.1,['Comedy'],"['flower vendor', 'flower garden', 'economic problems']","['Catherine Frot', 'Melan Omerta', 'Fatsah Bouyahmed']",Pierre Pinaud,6.6,0.6923
2022-05-21,17:00,Sonic 2 - Il film,6.0,19.0,0.0,25.0,2022-05-21 17:00:00,sabato,5,2022,17,pomeriggio,primavera,True,Nessuna,2022-05-21,27.7,16.0,0.0,"['Action', 'Adventure', 'Family', 'Comedy']","['mad scientist', 'sequel', 'revenge', 'based on video game', 'duringcreditsstinger', 'hedgehog', 'live action and animation', 'relaxed', 'joyous']","['Ben Schwartz', 'James Marsden', 'Tika Sumpter']",Jeff Fowler,7.465,15.1889
2022-05-21,20:30,Doctor Strange nel Multiverso della Follia,4.0,21.0,0.0,25.0,2022-05-21 20:30:00,sabato,5,2022,20,sera,primavera,True,Nessuna,2022-05-21,27.7,16.0,0.0,"['Fantasy', 'Action', 'Adventure']","['magic', 'superhero', 'based on comic', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']","['Benedict Cumberbatch', 'Xochitl Gomez', 'Elizabeth Olsen']",Sam Raimi,7.257,14.2588
2022-05-22,17:00,Sonic 2 - Il film,10.0,25.0,0.0,35.0,2022-05-22 17:00:00,domenica,5,2022,17,pomeriggio,primavera,True,Nessuna,2022-05-22,25.9,15.6,0.0,"['Action', 'Adventure', 'Family', 'Comedy']","['mad scientist', 'sequel', 'revenge', 'based on video game', 'duringcreditsstinger', 'hedgehog', 'live action and animation', 'relaxed', 'joyous']","['Ben Schwartz', 'James Marsden', 'Tika Sumpter']",Jeff Fowler,7.465,15.1889
2022-05-22,20:30,Doctor Strange nel Multiverso della Follia,6.0,15.0,1.0,22.0,2022-05-22 20:30:00,domenica,5,2022,20,sera,primavera,True,Nessuna,2022-05-22,25.9,15.6,0.0,"['Fantasy', 'Action', 'Adventure']","['magic', 'superhero', 'based on comic', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']","['Benedict Cumberbatch', 'Xochitl Gomez', 'Elizabeth Olsen']",Sam Raimi,7.257,14.2588
2022-05-25,20:30,Belfast,24.0,18.0,0.0,42.0,2022-05-25 20:30:00,mercoledì,5,2022,20,sera,primavera,False,Nessuna,2022-05-25,22.9,14.5,2.7,[],[],[],Mark Street,0.0,0.0143
2022-05-28,20:30,Top Gun: Maverick,38.0,30.0,0.0,68.0,2022-05-28 20:30:00,sabato,5,2022,20,sera,primavera,True,Nessuna,2022-05-28,24.2,15.8,16.6,"['Action', 'Drama']","['fighter pilot', 'u.s. navy', 'sequel', 'nuclear weapons', 'military', 'aircraft carrier', 'naval aviation', 'war', 'admiring', 'audacious', 'earnest']","['Tom Cruise', 'Val Kilmer', 'Miles Teller']",Joseph Kosinski,8.174,28.9551
2022-05-29,17:00,Top Gun: Maverick,33.0,9.0,0.0,42.0,2022-05-29 17:00:00,domenica,5,2022,17,pomeriggio,primavera,True,Nessuna,2022-05-29,15.5,10.7,6.0,"['Action', 'Drama']","['fighter pilot', 'u.s. navy', 'sequel', 'nuclear weapons', 'military', 'aircraft carrier', 'naval aviation', 'war', 'admiring', 'audacious', 'earnest']","['Tom Cruise', 'Val Kilmer', 'Miles Teller']",Joseph Kosinski,8.174,28.9551
2022-05-29,20:30,Top Gun: Maverick,40.0,20.0,1.0,61.0,2022-05-29 20:30:00,domenica,5,2022,20,sera,primavera,True,Nessuna,2022-05-29,15.5,10.7,6.0,"['Action', 'Drama']","['fighter pilot', 'u.s. navy', 'sequel', 'nuclear weapons', 'military', 'aircraft carrier', 'naval aviation', 'war', 'admiring', 'audacious', 'earnest']","['Tom Cruise', 'Val Kilmer', 'Miles Teller']",Joseph Kosinski,8.174,28.9551
2022-06-05,17:00,Doctor Strange nel Multiverso della Follia,20.0,35.0,0.0,55.0,2022-06-05 17:00:00,domenica,6,2022,17,pomeriggio,estate,True,Nessuna,2022-06-05,28.7,18.3,0.1,"['Fantasy', 'Action', 'Adventure']","['magic', 'superhero', 'based on comic', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']","['Benedict Cumberbatch', 'Xochitl Gomez', 'Elizabeth Olsen']",Sam Raimi,7.257,14.2588
2022-06-05,20:30,Top Gun: Maverick,15.0,4.0,0.0,19.0,2022-06-05 20:30:00,domenica,6,2022,20,sera,estate,True,Nessuna,2022-06-05,28.7,18.3,0.1,"['Action', 'Drama']","['fighter pilot', 'u.s. navy', 'sequel', 'nuclear weapons', 'military', 'aircraft carrier', 'naval aviation', 'war', 'admiring', 'audacious', 'earnest']","['Tom Cruise', 'Val Kilmer', 'Miles Teller']",Joseph Kosinski,8.174,28.9551
2022-06-08,20:30,Operazione Mincemeat,8.0,15.0,0.0,23.0,2022-06-08 20:30:00,mercoledì,6,2022,20,sera,estate,False,Nessuna,2022-06-08,24.7,12.0,1.9,"['War', 'History', 'Drama']","['sicily, italy', 'world war ii', 'remake']","['Colin Firth', 'Matthew Macfadyen', 'Kelly Macdonald']",John Madden,6.509,1.6651
2022-06-11,20:30,Jurassic World - Il dominio,28.0,51.0,2.0,81.0,2022-06-11 20:30:00,sabato,6,2022,20,sera,estate,True,Nessuna,2022-06-11,27.5,12.4,0.0,"['Adventure', 'Action', 'Science Fiction']","['paleontology', 'giant monster', 'sequel', 'survival', 'dinosaur', 'scientist', 'child kidnapping', 'jurassic', 'animal sanctuary', 'science goes awry']","['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']",Colin Trevorrow,6.651,62.593
2022-06-12,17:00,Jurassic World - Il dominio,14.0,24.0,0.0,38.0,2022-06-12 17:00:00,domenica,6,2022,17,pomeriggio,estate,True,Nessuna,2022-06-12,27.6,14.7,0.0,"['Adventure', 'Action', 'Science Fiction']","['paleontology', 'giant monster', 'sequel', 'survival', 'dinosaur', 'scientist', 'child kidnapping', 'jurassic', 'animal sanctuary', 'science goes awry']","['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']",Colin Trevorrow,6.651,62.593
2022-06-12,20:30,Operazione Mincemeat,3.0,7.0,0.0,10.0,2022-06-12 20:30:00,domenica,6,2022,20,sera,estate,True,Nessuna,2022-06-12,27.6,14.7,0.0,"['War', 'History', 'Drama']","['sicily, italy', 'world war ii', 'remake']","['Colin Firth', 'Matthew Macfadyen', 'Kelly Macdonald']",John Madden,6.509,1.6651
2022-06-15,20:30,Billie Holiday,11.0,9.0,0.0,20.0,2022-06-15 20:30:00,mercoledì,6,2022,20,sera,estate,False,Nessuna,2022-06-15,26.7,15.8,1.1,"['Music', 'Documentary']",[],"['Billie Holiday', 'Duke Ellington', 'Louis Armstrong']",,0.0,0.0869
2022-06-18,20:30,Top Gun: Maverick,17.0,23.0,0.0,40.0,2022-06-18 20:30:00,sabato,6,2022,20,sera,estate,True,Nessuna,2022-06-18,29.0,16.6,0.0,"['Action', 'Drama']","['fighter pilot', 'u.s. navy', 'sequel', 'nuclear weapons', 'military', 'aircraft carrier', 'naval aviation', 'war', 'admiring', 'audacious', 'earnest']","['Tom Cruise', 'Val Kilmer', 'Miles Teller']",Joseph Kosinski,8.174,28.9551
2022-06-19,17:00,Jurassic World - Il dominio,7.0,7.0,1.0,15.0,2022-06-19 17:00:00,domenica,6,2022,17,pomeriggio,estate,True,Nessuna,2022-06-19,29.7,16.7,0.0,"['Adventure', 'Action', 'Science Fiction']","['paleontology', 'giant monster', 'sequel', 'survival', 'dinosaur', 'scientist', 'child kidnapping', 'jurassic', 'animal sanctuary', 'science goes awry']","['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']",Colin Trevorrow,6.651,62.593
2022-06-19,20:30,Billie Holiday,4.0,11.0,0.0,15.0,2022-06-19 20:30:00,domenica,6,2022,20,sera,estate,True,Nessuna,2022-06-19,29.7,16.7,0.0,"['Music', 'Documentary']",[],"['Billie Holiday', 'Duke Ellington', 'Louis Armstrong']",,0.0,0.0869
2022-06-22,20:30,Lunana,29.0,34.0,1.0,64.0,2022-06-22 20:30:00,mercoledì,6,2022,20,sera,estate,False,Nessuna,2022-06-22,26.7,18.5,1.0,['Drama'],"['countryside', 'himalaya mountain range', 'teacher', 'rural area', 'bhutan', 'remote village', 'rural life']","['Sherab Dorji', 'Ugyen Norbu Lhendup', 'Keldon Lhamo Gurung']",Pawo Choyning Dorji,7.46,0.9133
2022-06-25,20:30,Lightyear,5.0,6.0,0.0,11.0,2022-06-25 20:30:00,sabato,6,2022,20,sera,estate,True,Nessuna,2022-06-25,27.0,13.8,0.0,"['Animation', 'Science Fiction', 'Family', 'Adventure']","['villain', 'space travel', 'alien life-form', 'alien planet', 'stranded', 'spin off', 'aftercreditsstinger', 'duringcreditsstinger', 'origin story', 'amused']","['Chris Evans', 'Keke Palmer', 'Peter Sohn']",Angus MacLane,6.918,4.8924
2022-06-26,17:00,Lightyear,7.0,8.0,2.0,17.0,2022-06-26 17:00:00,domenica,6,2022,17,pomeriggio,estate,True,Nessuna,2022-06-26,29.3,16.3,0.0,"['Animation', 'Science Fiction', 'Family', 'Adventure']","['villain', 'space travel', 'alien life-form', 'alien planet', 'stranded', 'spin off', 'aftercreditsstinger', 'duringcreditsstinger', 'origin story', 'amused']","['Chris Evans', 'Keke Palmer', 'Peter Sohn']",Angus MacLane,6.918,4.8924
2022-06-26,20:30,Lightyear,7.0,10.0,0.0,17.0,2022-06-26 20:30:00,domenica,6,2022,20,sera,estate,True,Nessuna,2022-06-26,29.3,16.3,0.0,"['Animation', 'Science Fiction', 'Family', 'Adventure']","['villain', 'space travel', 'alien life-form', 'alien planet', 'stranded', 'spin off', 'aftercreditsstinger', 'duringcreditsstinger', 'origin story', 'amused']","['Chris Evans', 'Keke Palmer', 'Peter Sohn']",Angus MacLane,6.918,4.8924
2022-09-24,20:30,Thor Love and Thunder,5.0,12.0,0.0,17.0,2022-09-24 20:30:00,sabato,9,2022,20,sera,autunno,True,Nessuna,2022-09-24,16.8,8.6,0.6,"['Fantasy', 'Action', 'Comedy']","['hero', 'ex-girlfriend', 'superhero', 'greek mythology', 'based on comic', 'sequel', 'shadow', 'norse mythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'heroes', 'norse god', 'god of thunder', 'colorless', 'child abduction']","['Chris Hemsworth', 'Natalie Portman', 'Christian Bale']",Taika Waititi,6.408,10.459
2022-09-25,17:00,Minions 2,25.0,55.0,1.0,81.0,2022-09-25 17:00:00,domenica,9,2022,17,pomeriggio,autunno,True,Nessuna,2022-09-25,20.2,9.7,2.6,"['Comedy', 'Family', 'Animation']",['short compilation'],"['Reese Witherspoon', 'Nick Kroll', 'Nick Offerman']",Boris Jacq,7.341,3.572
2022-09-25,20:30,Thor Love and Thunder,5.0,9.0,0.0,14.0,2022-09-25 20:30:00,domenica,9,2022,20,sera,autunno,True,Nessuna,2022-09-25,20.2,9.7,2.6,"['Fantasy', 'Action', 'Comedy']","['hero', 'ex-girlfriend', 'superhero', 'greek mythology', 'based on comic', 'sequel', 'shadow', 'norse mythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'heroes', 'norse god', 'god of thunder', 'colorless', 'child abduction']","['Chris Hemsworth', 'Natalie Portman', 'Christian Bale']",Taika Waititi,6.408,10.459
2022-10-01,20:30,Rumba Therapy,1.0,4.0,0.0,5.0,2022-10-01 20:30:00,sabato,10,2022,20,sera,autunno,True,Nessuna,2022-10-01,17.8,10.1,0.0,['Comedy'],[],"['Franck Dubosc', 'Louna Espinosa', 'Jean-Pierre Darroussin']",Franck Dubosc,6.156,0.4628
2022-10-02,17:00,DC League Pet,16.0,19.0,0.0,35.0,2022-10-02 17:00:00,domenica,10,2022,17,pomeriggio,autunno,True,Nessuna,2022-10-02,23.2,9.7,0.0,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']","['superhero', 'villain', 'based on comic', 'super power', 'aftercreditsstinger', 'duringcreditsstinger', 'evil mastermind', 'supervillain', 'talking animal']","['Dwayne Johnson', 'Kevin Hart', 'John Krasinski']",Jared Stern,7.2,4.3547
2022-10-02,20:30,Rumba Therapy,0.0,0.0,0.0,0.0,2022-10-02 20:30:00,domenica,10,2022,20,sera,autunno,True,Nessuna,2022-10-02,23.2,9.7,0.0,['Comedy'],[],"['Franck Dubosc', 'Louna Espinosa', 'Jean-Pierre Darroussin']",Franck Dubosc,6.156,0.4628
2022-10-08,20:30,Memory,6.0,6.0,0.0,12.0,2022-10-08 20:30:00,sabato,10,2022,20,sera,autunno,True,Nessuna,2022-10-08,22.9,10.9,8.2,"['Action', 'Thriller', 'Crime']","['assassin', ""alzheimer's disease"", 'remake', 'assertive']","['Liam Neeson', 'Guy Pearce', 'Taj Atwal']",Martin Campbell,6.8,6.6226
2022-10-09,17:00,DC League Pet,28.0,48.0,3.0,79.0,2022-10-09 17:00:00,domenica,10,2022,17,pomeriggio,autunno,True,Nessuna,2022-10-09,18.9,12.2,1.6,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']","['superhero', 'villain', 'based on comic', 'super power', 'aftercreditsstinger', 'duringcreditsstinger', 'evil mastermind', 'supervillain', 'talking animal']","['Dwayne Johnson', 'Kevin Hart', 'John Krasinski']",Jared Stern,7.2,4.3547
2022-10-09,20:30,Memory,4.0,2.0,0.0,6.0,2022-10-09 20:30:00,domenica,10,2022,20,sera,autunno,True,Nessuna,2022-10-09,18.9,12.2,1.6,"['Action', 'Thriller', 'Crime']","['assassin', ""alzheimer's disease"", 'remake', 'assertive']","['Liam Neeson', 'Guy Pearce', 'Taj Atwal']",Martin Campbell,6.8,6.6226
2022-10-15,17:00,Il Ragazzo e la Tigre,6.0,15.0,0.0,21.0,2022-10-15 17:00:00,sabato,10,2022,17,pomeriggio,autunno,True,Nessuna,2022-10-15,19.4,12.3,0.0,"['Family', 'Adventure']",['tiger'],"['Sunny Pawar', 'Claudia Gerini', 'Amandeep Singh']",Brando Quilici,6.524,0.643
2022-10-15,20:30,Don't Worry Darling,5.0,17.0,0.0,22.0,2022-10-15 20:30:00,sabato,10,2022,20,sera,autunno,True,Nessuna,2022-10-15,19.4,12.3,0.0,"['Science Fiction', 'Mystery', 'Thriller']","['suburbian idyll', 'cult', 'palm springs', 'psychological thriller', 'stepford wife', 'woman director', '1950s', 'cultists', 'unhappy wife']","['Florence Pugh', 'Harry Styles', 'Chris Pine']",Olivia Wilde,6.8,6.2552
2022-10-16,17:00,Il Ragazzo e la Tigre,7.0,7.0,1.0,15.0,2022-10-16 17:00:00,domenica,10,2022,17,pomeriggio,autunno,True,Nessuna,2022-10-16,21.5,12.7,0.0,"['Family', 'Adventure']",['tiger'],"['Sunny Pawar', 'Claudia Gerini', 'Amandeep Singh']",Brando Quilici,6.524,0.643
2022-10-16,20:30,Don't Worry Darling,5.0,10.0,0.0,15.0,2022-10-16 20:30:00,domenica,10,2022,20,sera,autunno,True,Nessuna,2022-10-16,21.5,12.7,0.0,"['Science Fiction', 'Mystery', 'Thriller']","['suburbian idyll', 'cult', 'palm springs', 'psychological thriller', 'stepford wife', 'woman director', '1950s', 'cultists', 'unhappy wife']","['Florence Pugh', 'Harry Styles', 'Chris Pine']",Olivia Wilde,6.8,6.2552
2022-10-19,20:30,Il Signore delle Formiche ,17.0,18.0,0.0,35.0,2022-10-19 20:30:00,mercoledì,10,2022,20,sera,autunno,False,Nessuna,2022-10-19,23.8,13.6,0.0,"['Drama', 'History']","['poet', 'playwright', 'lgbt', 'censorship', '1960s', 'gay theme']","['Luigi Lo Cascio', 'Elio Germano', 'Leonardo Maltese']",Gianni Amelio,7.276,0.3638
2022-10-22,20:30,Ticket to Paradise,51.0,14.0,0.0,65.0,2022-10-22 20:30:00,sabato,10,2022,20,sera,autunno,True,Nessuna,2022-10-22,17.2,10.6,7.0,"['Drama', 'Comedy', 'Romance']","['paradise', 'exotic island', 'architect', 'family relationships', 'indonesia', 'stranded', 'cultural difference', 'wedding', 'falling in love', 'american abroad', 'ex-husband ex-wife relationship', 'divorced parents', 'exotic locale', 'bali', 'drinking game', 'young lovers', 'airplane pilot', 'relationship sabotage', 'father daughter relationship', 'mother daughter relationship', 'memories', 'competitive', 'disapproving parent', 'balinese culture', ""daughter's wedding"", 'college graduation', 'bali, indonesia', 'wedding customs', 'art gallery owner']","['Julia Roberts', 'George Clooney', 'Kaitlyn Dever']",Ol Parker,6.452,2.6247
2022-10-23,20:30,Ticket to Paradise,31.0,12.0,0.0,43.0,2022-10-23 20:30:00,domenica,10,2022,20,sera,autunno,True,Nessuna,2022-10-23,20.2,10.4,0.4,"['Drama', 'Comedy', 'Romance']","['paradise', 'exotic island', 'architect', 'family relationships', 'indonesia', 'stranded', 'cultural difference', 'wedding', 'falling in love', 'american abroad', 'ex-husband ex-wife relationship', 'divorced parents', 'exotic locale', 'bali', 'drinking game', 'young lovers', 'airplane pilot', 'relationship sabotage', 'father daughter relationship', 'mother daughter relationship', 'memories', 'competitive', 'disapproving parent', 'balinese culture', ""daughter's wedding"", 'college graduation', 'bali, indonesia', 'wedding customs', 'art gallery owner']","['Julia Roberts', 'George Clooney', 'Kaitlyn Dever']",Ol Parker,6.452,2.6247
2022-10-26,20:30,Elvis ,35.0,34.0,0.0,69.0,2022-10-26 20:30:00,mercoledì,10,2022,20,sera,autunno,False,Nessuna,2022-10-26,20.5,11.7,0.0,"['Drama', 'Music', 'History']","[""rock 'n' roll"", 'biography', 'based on true story', 'singer', 'music business', '1950s', 'apathetic', 'disdainful']","['Austin Butler', 'Tom Hanks', 'Olivia DeJonge']",Baz Luhrmann,7.488,5.2851
2022-10-29,17:00,Dragon Ball Super: Super Hero,6.0,10.0,0.0,16.0,2022-10-29 17:00:00,sabato,10,2022,17,pomeriggio,autunno,True,Nessuna,2022-10-29,24.0,12.5,0.0,"['Animation', 'Science Fiction', 'Action']","['android', 'martial arts', 'superhero', 'sequel', 'attack', 'based on manga', 'fighting', 'aftercreditsstinger', 'duringcreditsstinger', 'shounen', 'anime', '3d animation']","['Masako Nozawa', 'Toshio Furukawa', 'Yuko Minaguchi']",Tetsuro Kodama,7.893,6.5054
2022-10-29,20:30,Halloween Ends,5.0,13.0,1.0,19.0,2022-10-29 20:30:00,sabato,10,2022,20,sera,autunno,True,Nessuna,2022-10-29,24.0,12.5,0.0,"['Horror', 'Thriller']","['mask', 'sadism', 'radio station', 'psychopath', 'homicide', 'insanity', 'trauma', 'halloween', 'forbidden love', 'babysitter', 'illinois', 'bullying', 'sequel', 'halloween party', 'rampage', 'serial killer', 'slasher', 'accidental death', 'multiple stabbings', 'motorcycle', 'stabbing', 'sewer', 'evil', 'death of son', 'reboot', 'homeless man', 'mentor protégé relationship', 'autumn', 'halloween costume', 'grieving father', 'memoir', 'murder spree', 'human monster', 'death of a child', 'doomed romance', 'sadistic killer', 'grandmother granddaughter relationship', 'masked killer', 'junkyard', 'holiday horror']","['Jamie Lee Curtis', 'Andi Matichak', 'James Jude Courtney']",David Gordon Green,6.069,4.6482
2022-10-30,17:00,Dragon Ball Super: Super Hero,2.0,10.0,1.0,13.0,2022-10-30 17:00:00,domenica,10,2022,17,pomeriggio,autunno,True,Nessuna,2022-10-30,24.3,14.1,0.0,"['Animation', 'Science Fiction', 'Action']","['android', 'martial arts', 'superhero', 'sequel', 'attack', 'based on manga', 'fighting', 'aftercreditsstinger', 'duringcreditsstinger', 'shounen', 'anime', '3d animation']","['Masako Nozawa', 'Toshio Furukawa', 'Yuko Minaguchi']",Tetsuro Kodama,7.893,6.5054
2022-10-30,20:30,Halloween Ends ,0.0,10.0,0.0,10.0,2022-10-30 20:30:00,domenica,10,2022,20,sera,autunno,True,Nessuna,2022-10-30,24.3,14.1,0.0,"['Horror', 'Thriller']","['mask', 'sadism', 'radio station', 'psychopath', 'homicide', 'insanity', 'trauma', 'halloween', 'forbidden love', 'babysitter', 'illinois', 'bullying', 'sequel', 'halloween party', 'rampage', 'serial killer', 'slasher', 'accidental death', 'multiple stabbings', 'motorcycle', 'stabbing', 'sewer', 'evil', 'death of son', 'reboot', 'homeless man', 'mentor protégé relationship', 'autumn', 'halloween costume', 'grieving father', 'memoir', 'murder spree', 'human monster', 'death of a child', 'doomed romance', 'sadistic killer', 'grandmother granddaughter relationship', 'masked killer', 'junkyard', 'holiday horror']","['Jamie Lee Curtis', 'Andi Matichak', 'James Jude Courtney']",David Gordon Green,6.069,4.6482
2022-10-31,20:30,Il Ragazzo e la Tigre,13.0,17.0,1.0,31.0,2022-10-31 20:30:00,lunedì,10,2022,20,sera,autunno,False,Nessuna,2022-10-31,23.2,12.5,0.0,"['Family', 'Adventure']",['tiger'],"['Sunny Pawar', 'Claudia Gerini', 'Amandeep Singh']",Brando Quilici,6.524,0.643
2022-11-02,20:30,Siccità ,16.0,25.0,0.0,41.0,2022-11-02 20:30:00,mercoledì,11,2022,20,sera,autunno,False,Nessuna,2022-11-02,17.8,7.9,0.0,"['Drama', 'Comedy', 'Science Fiction']",[],"['Silvio Orlando', 'Monica Bellucci', 'Valerio Mastandrea']",Paolo Virzì,6.453,0.8771
2022-11-05,20:30,Black Adam,12.0,27.0,1.0,40.0,2022-11-05 20:30:00,sabato,11,2022,20,sera,autunno,True,Nessuna,2022-11-05,14.7,3.5,0.0,"['Action', 'Adventure', 'Science Fiction']","['lightning', 'superhero', 'anti hero', 'based on comic', 'demon', 'superhero team', 'duringcreditsstinger', 'dc extended universe (dceu)']","['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo']",Jaume Collet-Serra,6.858,10.1382
2022-11-06,17:00,Black Adam,8.0,24.0,1.0,33.0,2022-11-06 17:00:00,domenica,11,2022,17,pomeriggio,autunno,True,Nessuna,2022-11-06,13.3,3.9,0.0,"['Action', 'Adventure', 'Science Fiction']","['lightning', 'superhero', 'anti hero', 'based on comic', 'demon', 'superhero team', 'duringcreditsstinger', 'dc extended universe (dceu)']","['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo']",Jaume Collet-Serra,6.858,10.1382
2022-11-06,20:30,Siccità ,14.0,10.0,0.0,24.0,2022-11-06 20:30:00,domenica,11,2022,20,sera,autunno,True,Nessuna,2022-11-06,13.3,3.9,0.0,"['Drama', 'Comedy', 'Science Fiction']",[],"['Silvio Orlando', 'Monica Bellucci', 'Valerio Mastandrea']",Paolo Virzì,6.453,0.8771
2022-11-09,20:30,Gli orsi non esistono,15.0,13.0,0.0,28.0,2022-11-09 20:30:00,mercoledì,11,2022,20,sera,autunno,False,Nessuna,2022-11-09,15.0,7.0,0.0,"['Drama', 'Romance']","['photography', 'border', 'filmmaking']","['Jafar Panahi', 'Naser Hashemi', 'Vahid Mobaser']",Jafar Panahi,6.8,0.8878
2022-11-11,20:30,Dirty Difficult Dangerous - SIC,0.0,0.0,0.0,0.0,2022-11-11 20:30:00,venerdì,11,2022,20,sera,autunno,True,Nessuna,2022-11-11,15.3,7.7,0.0,,,,,,
2022-11-12,20:30,Il talento di Mr. Crocodyle,9.0,10.0,0.0,19.0,2022-11-12 20:30:00,sabato,11,2022,20,sera,autunno,True,Nessuna,2022-11-12,16.8,9.7,0.0,,,,,,
2022-11-13,17:00,Il talento di Mr. Crocodyle,19.0,23.0,2.0,44.0,2022-11-13 17:00:00,domenica,11,2022,17,pomeriggio,autunno,True,Nessuna,2022-11-13,16.3,6.5,0.7,,,,,,
2022-11-16,20:30,Una città di Carta ,23.0,26.0,1.0,50.0,2022-11-16 20:30:00,mercoledì,11,2022,20,sera,autunno,False,Nessuna,2022-11-16,12.6,5.9,0.6,['Documentary'],[],[],Guido Laino,0.0,0.0071
2022-11-20,17:00,Black Panther - Wakanda Forever,10.0,45.0,1.0,56.0,2022-11-20 17:00:00,domenica,11,2022,17,pomeriggio,autunno,True,Nessuna,2022-11-20,11.7,2.8,0.0,"['Action', 'Adventure', 'Science Fiction']","['hero', 'loss of loved one', 'superhero', 'royal family', 'based on comic', 'sequel', 'royalty', 'underwater', 'political intrigue\xa0', 'death in family', 'death of brother', 'duringcreditsstinger', 'death of king', 'marvel cinematic universe (mcu)', 'hidden civilization', 'reflective', 'yucatan', 'wistful', 'absurd', 'mayans', 'admiring', 'antagonistic', 'bold', 'celebratory', 'excited']","['Letitia Wright', 'Tenoch Huerta Mejía', ""Lupita Nyong'o""]",Ryan Coogler,7.053,14.1074
2022-11-23,20:30,Tra i Due Mondi ,19.0,12.0,0.0,31.0,2022-11-23 20:30:00,mercoledì,11,2022,20,sera,autunno,False,Nessuna,2022-11-23,9.2,-2.7,0.4,,,,,,
2022-11-25,20:30,La Stranezza,7.0,2.0,0.0,9.0,2022-11-25 20:30:00,venerdì,11,2022,20,sera,autunno,True,Nessuna,2022-11-25,10.6,-0.8,0.0,"['Comedy', 'History', 'Drama']","['sicily, italy', 'pirandello']","['Toni Servillo', 'Salvatore Ficarra', 'Valentino Picone']",Roberto Andò,6.862,0.416
2022-11-27,20:30,La Stranezza,27.0,17.0,0.0,44.0,2022-11-27 20:30:00,domenica,11,2022,20,sera,autunno,True,Nessuna,2022-11-27,7.7,-4.0,0.0,"['Comedy', 'History', 'Drama']","['sicily, italy', 'pirandello']","['Toni Servillo', 'Salvatore Ficarra', 'Valentino Picone']",Roberto Andò,6.862,0.416
2022-11-30,20:30,Dante  ,24.0,35.0,0.0,59.0,2022-11-30 20:30:00,mercoledì,11,2022,20,sera,autunno,False,Nessuna,2022-11-30,8.1,-0.3,0.0,"['Drama', 'History']","['dante alighieri', 'didactic']","['Sergio Castellitto', 'Alessandro Sperduti', 'Enrico Lo Verso']",Pupi Avati,5.2,0.3979
2022-12-03,20:30,Belle & Sebastien - L'avventura continua,20.0,25.0,1.0,46.0,2022-12-03 20:30:00,sabato,12,2022,20,sera,inverno,True,Nessuna,2022-12-03,7.1,2.3,2.7,"['Adventure', 'Family', 'Drama']","['mountain', 'human animal relationship', 'boy and dog', 'animal human friendship']","['Robinson Mensah-Rouanet', 'Caroline Anglade', 'Alice David']",Pierre Coré,6.013,0.7916
2022-12-04,17:00,Belle & Sebastien - L'avventura continua,26.0,51.0,0.0,77.0,2022-12-04 17:00:00,domenica,12,2022,17,pomeriggio,inverno,True,Nessuna,2022-12-04,7.8,4.5,15.0,"['Adventure', 'Family', 'Drama']","['mountain', 'human animal relationship', 'boy and dog', 'animal human friendship']","['Robinson Mensah-Rouanet', 'Caroline Anglade', 'Alice David']",Pierre Coré,6.013,0.7916
2022-12-07,20:30,Triangle of Sadness ,21.0,13.0,0.0,34.0,2022-12-07 20:30:00,mercoledì,12,2022,20,sera,inverno,False,Nessuna,2022-12-07,8.2,-0.3,0.0,"['Comedy', 'Drama']","['dark comedy', 'satire', 'survival', 'stranded', 'cruise ship', 'class differences', 'model', 'gender roles', 'sinking ship', 'food rationing', 'power struggle', 'luxury yacht', 'social media influencer', 'social climber', 'wealth inequality']","['Harris Dickinson', 'Charlbi Dean', 'Dolly de Leon']",Ruben Östlund,7.052,3.7064
